epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
35,108.756,0.53604,0.59434,0.55953,0.86724,0,0.95831,0.85128,0.93519,0.78536,0.95831,0.85128,0.93579,0.72756,0.54566,0.74667,0.58328,0.90484,0,0.00110589,0.00110589,0.00110589
36,111.729,0.52952,0.60552,0.54154,0.86631,0,0.9675,0.91269,0.96212,0.80967,0.9675,0.91269,0.96212,0.74626,0.5242,0.66057,0.536,0.89124,0,0.00108938,0.00108938,0.00108938
37,114.526,0.51231,0.56406,0.51692,0.86515,0,0.97713,0.89998,0.95729,0.7949,0.99183,0.91377,0.96378,0.71428,0.5531,0.61916,0.52066,0.89615,0,0.00107288,0.00107288,0.00107288
38,117.547,0.48524,0.54009,0.50096,0.86285,0,0.95295,0.91841,0.93661,0.80118,0.95295,0.91841,0.9429,0.72246,0.50559,0.70715,0.52223,0.87823,0,0.00105638,0.00105638,0.00105638
39,120.452,0.48281,0.54695,0.52759,0.86243,0,0.92614,0.91944,0.92589,0.81276,0.92614,0.91944,0.94207,0.75484,0.50003,0.67406,0.54337,0.86973,0,0.00103987,0.00103987,0.00103987
40,123.445,0.49636,0.56814,0.50219,0.85123,0,0.97895,0.91745,0.97947,0.84317,0.97895,0.91745,0.98599,0.77266,0.47898,0.55657,0.47364,0.85663,0,0.00102337,0.00102337,0.00102337
41,126.458,0.49406,0.507,0.51925,0.85804,0,0.97337,0.95427,0.98047,0.8496,0.97337,0.95427,0.98047,0.76261,0.46963,0.52856,0.46122,0.86424,0,0.00100687,0.00100687,0.00100687
42,129.571,0.50477,0.53924,0.51606,0.85855,0,0.95905,0.90739,0.96729,0.83571,0.95905,0.90739,0.96729,0.73104,0.54823,0.57965,0.48456,0.88461,0,0.000990365,0.000990365,0.000990365
43,132.206,0.47548,0.52174,0.48105,0.84408,0,0.86922,0.93872,0.95209,0.83968,0.8816,0.95261,0.97076,0.76837,0.52613,0.52901,0.48377,0.93218,0,0.000973861,0.000973861,0.000973861
44,134.927,0.48091,0.52525,0.48041,0.84688,0,0.9135,0.95278,0.96364,0.84197,0.9135,0.95278,0.96364,0.74162,0.54658,0.56503,0.48143,0.90729,0,0.000957358,0.000957358,0.000957358
45,137.864,0.47771,0.51534,0.48877,0.8584,0,0.94796,0.94355,0.97493,0.85658,0.94796,0.94355,0.97493,0.78744,0.48818,0.505,0.47823,0.88478,0,0.000940855,0.000940855,0.000940855
46,140.489,0.49752,0.54926,0.48967,0.85361,0,0.98117,0.9014,0.97251,0.8426,0.98199,0.90023,0.97651,0.7756,0.49752,0.52583,0.49567,0.88946,0,0.000924352,0.000924352,0.000924352
47,143.309,0.50073,0.5573,0.48682,0.85676,0,0.93104,0.91944,0.95559,0.80351,0.93104,0.91944,0.9604,0.74469,0.55426,0.60177,0.51332,0.88284,0,0.000907848,0.000907848,0.000907848
48,146.131,0.49207,0.53756,0.47961,0.85759,0,0.96132,0.93029,0.94949,0.81463,0.96132,0.93029,0.94949,0.75438,0.46765,0.57907,0.48913,0.8785,0,0.000891345,0.000891345,0.000891345
49,148.892,0.46251,0.5369,0.44702,0.83703,0,0.95735,0.93333,0.95443,0.80562,0.95735,0.93333,0.95443,0.7387,0.50866,0.57898,0.48486,0.92183,0,0.000874842,0.000874842,0.000874842
50,151.689,0.47496,0.54122,0.46463,0.8431,0,0.88599,0.92154,0.9501,0.7638,0.88599,0.92154,0.95256,0.70861,0.47233,0.57905,0.50695,0.87801,0,0.000858338,0.000858338,0.000858338
51,154.621,0.45532,0.50884,0.45906,0.85473,0,0.97318,0.9165,0.95586,0.7913,0.97318,0.9165,0.95756,0.75753,0.45621,0.50103,0.49771,0.88028,0,0.000841835,0.000841835,0.000841835
52,157.49,0.4571,0.53125,0.45269,0.84426,0,0.96708,0.90959,0.97424,0.81835,0.98217,0.91944,0.97862,0.76319,0.47213,0.5153,0.47467,0.85106,0,0.000825332,0.000825332,0.000825332
53,160.183,0.46102,0.56336,0.4633,0.84643,0,0.94373,0.90442,0.95191,0.81018,0.9605,0.91735,0.96948,0.7408,0.4832,0.62091,0.4904,0.85492,0,0.000808828,0.000808828,0.000808828
54,163.005,0.44084,0.50975,0.44425,0.84931,0,0.92985,0.91378,0.95488,0.81037,0.95359,0.92481,0.96632,0.74649,0.49176,0.63276,0.48213,0.88568,0,0.000792325,0.000792325,0.000792325
55,165.75,0.45306,0.53072,0.45678,0.85005,0,0.98595,0.90919,0.957,0.79474,1,0.92308,0.97086,0.72624,0.48784,0.61087,0.46328,0.88453,0,0.000775822,0.000775822,0.000775822
56,168.565,0.47577,0.53061,0.45457,0.84476,0,0.9244,0.90477,0.95721,0.83754,0.8858,0.91944,0.9545,0.76306,0.44781,0.55285,0.45501,0.84258,0,0.000759318,0.000759318,0.000759318
57,171.395,0.45921,0.52468,0.43308,0.84461,0,0.86205,0.96667,0.97291,0.86341,0.94291,0.91139,0.97998,0.7991,0.40202,0.49369,0.4198,0.83176,0,0.000742815,0.000742815,0.000742815
58,174.031,0.44079,0.49955,0.43043,0.84219,0,0.96666,0.8858,0.97519,0.85868,0.96666,0.8858,0.97519,0.78953,0.4373,0.46794,0.43223,0.84163,0,0.000726312,0.000726312,0.000726312
59,176.595,0.43644,0.52773,0.4353,0.84684,0,0.98618,0.88611,0.96979,0.84935,0.98618,0.88611,0.96979,0.77972,0.4386,0.50926,0.41487,0.83821,0,0.000709809,0.000709809,0.000709809
60,179.25,0.42122,0.48918,0.4201,0.83828,0,0.93236,0.93333,0.96446,0.84571,0.93236,0.93333,0.96446,0.79222,0.43246,0.57373,0.43995,0.84618,0,0.000693305,0.000693305,0.000693305
61,181.895,0.45362,0.53086,0.42813,0.84457,0,0.93055,0.91632,0.96332,0.85112,0.93055,0.91632,0.96332,0.803,0.44284,0.54191,0.45478,0.85942,0,0.000676802,0.000676802,0.000676802
62,184.43,0.4286,0.53664,0.40382,0.83393,0,0.9864,0.93003,0.95598,0.82193,0.9864,0.93003,0.96147,0.75169,0.50234,0.59905,0.45556,0.87623,0,0.000660299,0.000660299,0.000660299
63,186.887,0.43501,0.52638,0.41761,0.83407,0,0.98251,0.93009,0.94994,0.84097,0.98251,0.93009,0.95123,0.73779,0.43345,0.62375,0.42265,0.86256,0,0.000643795,0.000643795,0.000643795
64,189.485,0.44627,0.52562,0.42951,0.84604,0,0.94317,0.93333,0.93873,0.83403,0.94317,0.93333,0.93873,0.76221,0.42447,0.56658,0.43705,0.87232,0,0.000627292,0.000627292,0.000627292
65,191.925,0.43057,0.51321,0.4106,0.83337,0,0.94326,0.93333,0.93822,0.80251,0.94326,0.93333,0.93301,0.73411,0.52096,0.61226,0.47812,0.90776,0,0.000610789,0.000610789,0.000610789
66,194.425,0.42421,0.47779,0.39541,0.83856,0,0.98056,0.9321,0.95285,0.82842,0.98056,0.9321,0.95285,0.75259,0.48916,0.62796,0.45384,0.87673,0,0.000594286,0.000594286,0.000594286
67,196.831,0.434,0.49654,0.41785,0.85363,0,0.91105,0.93333,0.94546,0.84911,0.91105,0.93333,0.94546,0.77246,0.40829,0.53621,0.4052,0.84909,0,0.000577782,0.000577782,0.000577782
68,199.351,0.44542,0.48316,0.41822,0.84051,0,0.93646,0.93333,0.96379,0.86138,0.93646,0.93333,0.96567,0.79529,0.38771,0.49476,0.40515,0.83384,0,0.000561279,0.000561279,0.000561279
69,202.206,0.41902,0.51326,0.38485,0.82655,0,0.96434,0.92582,0.97128,0.84674,0.96434,0.92582,0.97128,0.77217,0.48354,0.52822,0.41896,0.84969,0,0.000544776,0.000544776,0.000544776
70,204.838,0.41023,0.45673,0.38287,0.84253,0,0.95586,0.93218,0.96506,0.82261,0.95586,0.93218,0.96738,0.76817,0.44897,0.54109,0.4442,0.84634,0,0.000528272,0.000528272,0.000528272
71,207.62,0.4014,0.49472,0.39097,0.83462,0,0.94692,0.93033,0.96357,0.84891,0.94692,0.93033,0.96357,0.77754,0.38928,0.54567,0.41413,0.83787,0,0.000511769,0.000511769,0.000511769
72,210.605,0.39573,0.48523,0.37797,0.83214,0,0.98068,0.93333,0.95582,0.84416,0.94019,0.92822,0.95332,0.77641,0.38971,0.55854,0.41748,0.83661,0,0.000495266,0.000495266,0.000495266
73,213.403,0.4149,0.51613,0.38459,0.83753,0,0.93228,0.93333,0.94632,0.82959,0.93228,0.93333,0.94632,0.76413,0.41521,0.57029,0.42776,0.8376,0,0.000478762,0.000478762,0.000478762
74,216.356,0.4097,0.4888,0.38459,0.84404,0,0.94398,0.93333,0.94436,0.82433,0.94398,0.93333,0.94436,0.73476,0.41454,0.61138,0.42721,0.83875,0,0.000462259,0.000462259,0.000462259
75,219.269,0.41825,0.50428,0.37837,0.82529,0,0.9436,0.93333,0.94437,0.83257,0.9436,0.93333,0.94635,0.7535,0.39335,0.57499,0.41829,0.83606,0,0.000445756,0.000445756,0.000445756
76,222.072,0.40828,0.48576,0.38637,0.84201,0,0.97756,0.93153,0.94657,0.84697,0.97756,0.93153,0.9484,0.75639,0.38671,0.55909,0.40227,0.83317,0,0.000429253,0.000429253,0.000429253
77,224.92,0.38503,0.47478,0.3677,0.83589,0,0.94204,0.91283,0.94388,0.82106,0.94204,0.91283,0.94506,0.73905,0.42202,0.55292,0.41695,0.8404,0,0.000412749,0.000412749,0.000412749
78,228.136,0.40657,0.48275,0.38046,0.84031,0,0.91328,0.93101,0.93341,0.8045,0.91328,0.93101,0.93423,0.73648,0.42008,0.57882,0.41878,0.84039,0,0.000396246,0.000396246,0.000396246
79,230.99,0.40327,0.48131,0.3816,0.8349,0,0.95822,0.89306,0.9446,0.8561,0.95822,0.89306,0.94497,0.77005,0.39594,0.56494,0.4193,0.83994,0,0.000379743,0.000379743,0.000379743
80,233.72,0.39435,0.48371,0.36382,0.82671,0,0.93767,0.9309,0.95122,0.84306,0.93767,0.9309,0.95122,0.80537,0.39028,0.49874,0.4136,0.8442,0,0.000363239,0.000363239,0.000363239
81,236.377,0.39369,0.47752,0.36896,0.83493,0,0.9495,0.91636,0.9507,0.84385,0.9495,0.91636,0.9507,0.80705,0.40301,0.5039,0.4061,0.85109,0,0.000346736,0.000346736,0.000346736
82,239.095,0.40584,0.46562,0.37299,0.83113,0,0.9472,0.92197,0.9469,0.84158,0.97716,0.89598,0.94473,0.7916,0.41311,0.51603,0.40547,0.8519,0,0.000330233,0.000330233,0.000330233
83,241.802,0.38857,0.46731,0.35732,0.82989,0,0.94997,0.8998,0.94768,0.85734,0.97515,0.89791,0.94551,0.78707,0.37491,0.5407,0.39465,0.84625,0,0.000313729,0.000313729,0.000313729
84,244.85,0.37698,0.47531,0.35911,0.83362,0,0.97996,0.93037,0.95046,0.867,0.97996,0.93037,0.95046,0.82354,0.36133,0.50655,0.39716,0.83996,0,0.000297226,0.000297226,0.000297226
85,247.618,0.3888,0.47831,0.35822,0.82728,0,0.98029,0.92689,0.95087,0.87409,0.98029,0.92689,0.95087,0.81371,0.36251,0.49459,0.38968,0.84019,0,0.000280723,0.000280723,0.000280723
86,250.231,0.37584,0.45891,0.34936,0.82189,0,0.97974,0.91594,0.95022,0.85877,0.97974,0.91594,0.95022,0.81528,0.3878,0.49722,0.40089,0.83624,0,0.00026422,0.00026422,0.00026422
87,252.571,0.37602,0.43745,0.34846,0.82405,0,0.95082,0.88611,0.95197,0.85896,0.95082,0.88611,0.95197,0.79694,0.39507,0.51905,0.39214,0.83364,0,0.000247716,0.000247716,0.000247716
88,254.66,0.37612,0.43325,0.35422,0.84304,0,0.97262,0.91944,0.96279,0.87868,0.97262,0.91944,0.96279,0.81421,0.35053,0.52883,0.37503,0.82792,0,0.000231213,0.000231213,0.000231213
89,256.911,0.37229,0.4337,0.34476,0.82436,0,0.97196,0.91944,0.95708,0.88245,0.97196,0.91944,0.95708,0.82507,0.34823,0.51131,0.37279,0.82904,0,0.00021471,0.00021471,0.00021471
90,259.173,0.38625,0.44328,0.34214,0.82024,0,0.96759,0.91944,0.95439,0.88197,0.96759,0.91944,0.95439,0.80246,0.36025,0.5,0.37441,0.83426,0,0.000198206,0.000198206,0.000198206
91,284.581,0.32372,0.41363,0.3245,0.79554,0,0.97165,0.93333,0.95419,0.8642,0.97165,0.93333,0.95551,0.78619,0.40384,0.51622,0.39131,0.84252,0,0.000181703,0.000181703,0.000181703
92,287.193,0.33261,0.43031,0.3055,0.79623,0,0.96359,0.93316,0.95129,0.85665,0.96359,0.93316,0.95129,0.77518,0.40425,0.54873,0.39305,0.84471,0,0.0001652,0.0001652,0.0001652
93,289.799,0.32605,0.41325,0.31279,0.80088,0,0.95428,0.93223,0.95126,0.86895,0.95428,0.93223,0.95126,0.78185,0.3648,0.5292,0.37908,0.83641,0,0.000148696,0.000148696,0.000148696
94,292.537,0.31099,0.40072,0.30367,0.79473,0,0.96803,0.93333,0.95496,0.86963,0.96803,0.93333,0.95496,0.7927,0.34986,0.50104,0.37346,0.8291,0,0.000132193,0.000132193,0.000132193
95,295.05,0.31671,0.41702,0.30314,0.8015,0,0.94837,0.93333,0.96487,0.87415,0.94837,0.93333,0.96487,0.8096,0.34558,0.48678,0.36232,0.82201,0,0.00011569,0.00011569,0.00011569
96,297.724,0.30877,0.4077,0.29539,0.79567,0,0.99085,0.93052,0.97613,0.88875,0.99085,0.93052,0.97613,0.81774,0.34783,0.48483,0.35009,0.81838,0,9.91865e-05,9.91865e-05,9.91865e-05
97,300.217,0.30603,0.40715,0.29397,0.79288,0,0.98544,0.93076,0.98025,0.8942,0.98544,0.93076,0.98025,0.82776,0.35413,0.48014,0.34439,0.81911,0,8.26832e-05,8.26832e-05,8.26832e-05
98,302.784,0.3141,0.41029,0.29969,0.80692,0,0.96852,0.93333,0.98105,0.88453,0.96852,0.93333,0.98105,0.83278,0.35168,0.47752,0.34609,0.81888,0,6.61799e-05,6.61799e-05,6.61799e-05
99,305.35,0.30422,0.40632,0.28847,0.80161,0,0.98011,0.93324,0.98285,0.88937,0.98011,0.93324,0.98285,0.83339,0.34828,0.47638,0.33882,0.81858,0,4.96766e-05,4.96766e-05,4.96766e-05
100,308.008,0.29503,0.40513,0.28935,0.79565,0,0.97964,0.93161,0.97741,0.89356,0.97964,0.93161,0.97741,0.83683,0.3403,0.47615,0.33422,0.81594,0,3.31733e-05,3.31733e-05,3.31733e-05
