epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
19,64.9805,0.61765,0.74394,0.69565,0.88382,0,0.67147,0.74842,0.70455,0.52991,0.70883,0.74373,0.7586,0.48954,0.77337,0.93321,0.96113,1.02426,0,0.00136994,0.00136994,0.00136994
20,68.0902,0.59167,0.69805,0.68594,0.89007,0,0.86453,0.61658,0.75519,0.56326,0.84496,0.71368,0.82468,0.56738,0.68496,0.64517,0.8709,1.00835,0,0.00135344,0.00135344,0.00135344
21,71.2116,0.60991,0.69864,0.6876,0.89292,0,0.74049,0.61966,0.72673,0.51611,0.74968,0.62892,0.73492,0.5116,0.81674,0.80531,1.08665,1.07205,0,0.00133693,0.00133693,0.00133693
22,74.2291,0.61089,0.75455,0.66798,0.89288,0,0.68262,0.71368,0.76928,0.57084,0.68992,0.72293,0.78474,0.5162,0.70866,0.71129,0.94018,1.076,0,0.00132043,0.00132043,0.00132043
23,77.198,0.58282,0.68469,0.63108,0.87097,0,0.7003,0.90456,0.83597,0.60599,0.70721,0.91382,0.85487,0.50786,0.78522,0.7848,0.81629,1.09278,0,0.00130393,0.00130393,0.00130393
24,80.2137,0.56839,0.67897,0.64361,0.87641,0,0.66149,0.81612,0.80763,0.60302,0.67916,0.91306,0.84702,0.5916,0.63277,0.81132,0.75532,1.01954,0,0.00128742,0.00128742,0.00128742
25,83.262,0.57232,0.66502,0.60825,0.86335,0,0.71261,0.80912,0.82761,0.60376,0.71261,0.80912,0.83126,0.55465,0.76328,1.0704,0.78387,1.06941,0,0.00127092,0.00127092,0.00127092
26,86.1316,0.5804,0.68332,0.60408,0.887,0,0.69567,0.91524,0.86918,0.71806,0.71457,0.95596,0.9058,0.64517,0.61488,0.89377,0.71226,1.01656,0,0.00125442,0.00125442,0.00125442
27,89.1948,0.55566,0.66731,0.62245,0.87053,0,0.76514,0.91382,0.90852,0.70341,0.76514,0.91382,0.92729,0.6542,0.65054,0.80158,0.73825,0.98561,0,0.00123791,0.00123791,0.00123791
28,92.2421,0.53918,0.68409,0.62822,0.87118,0,0.79249,0.8953,0.93619,0.67562,0.79983,0.90456,0.94743,0.64232,0.65495,0.78781,0.75967,1.01169,0,0.00122141,0.00122141,0.00122141
29,95.1726,0.5702,0.64288,0.60376,0.8783,0,0.80141,0.82317,0.86353,0.64399,0.80916,0.83243,0.8861,0.64108,0.66873,0.6092,0.69826,0.98641,0,0.00120491,0.00120491,0.00120491
30,98.1322,0.55432,0.67012,0.59671,0.86859,0,0.6839,0.76411,0.77081,0.58581,0.70857,0.85684,0.8256,0.56739,0.7623,0.74485,0.79552,1.02528,0,0.0011884,0.0011884,0.0011884
31,100.956,0.55679,0.63758,0.57203,0.86313,0,0.74773,0.74288,0.79573,0.61469,0.69624,0.82906,0.80245,0.5465,0.6126,0.69514,0.89568,0.93762,0,0.0011719,0.0011719,0.0011719
32,103.959,0.54786,0.6414,0.56566,0.87303,0,0.82104,0.75952,0.83618,0.6227,0.86215,0.74288,0.8358,0.59959,0.69055,0.79767,0.78458,0.98965,0,0.0011554,0.0011554,0.0011554
33,106.9,0.51342,0.64478,0.55364,0.85319,0,0.79111,0.85684,0.87338,0.67981,0.74524,0.80912,0.85964,0.62517,0.61599,0.7895,0.70286,0.91607,0,0.00113889,0.00113889,0.00113889
34,109.898,0.52341,0.62928,0.54529,0.8627,0,0.71401,0.81356,0.79212,0.61117,0.73375,0.82905,0.84174,0.55577,0.64835,0.87307,0.89994,0.93948,0,0.00112239,0.00112239,0.00112239
35,112.869,0.51901,0.6331,0.53823,0.85933,0,0.67342,0.85042,0.79001,0.62148,0.71472,0.88468,0.85161,0.59172,0.60758,0.75496,0.80029,0.93934,0,0.00110589,0.00110589,0.00110589
36,115.754,0.52129,0.61058,0.53535,0.8588,0,0.80668,0.76944,0.801,0.6397,0.7257,0.83689,0.83337,0.6056,0.59721,0.807,0.69256,0.97119,0,0.00108938,0.00108938,0.00108938
37,118.68,0.52416,0.63623,0.54759,0.85812,0,0.72771,0.84758,0.82855,0.62373,0.74362,0.8661,0.84895,0.57664,0.66429,1.02328,0.693,1.01875,0,0.00107288,0.00107288,0.00107288
38,121.535,0.49539,0.64282,0.52852,0.85284,0,0.80356,0.82368,0.87383,0.65857,0.81139,0.83293,0.89447,0.65282,0.58075,0.81259,0.66482,0.96335,0,0.00105638,0.00105638,0.00105638
39,124.395,0.50576,0.62094,0.5243,0.8648,0,0.76314,0.9245,0.87189,0.6418,0.77098,0.93376,0.89333,0.63723,0.61924,0.76091,0.65522,1.03444,0,0.00103987,0.00103987,0.00103987
40,127.337,0.49844,0.61958,0.52877,0.85501,0,0.85369,0.81999,0.88344,0.66639,0.86926,0.83851,0.90153,0.66089,0.61381,0.79057,0.67231,1.01576,0,0.00102337,0.00102337,0.00102337
41,130.294,0.4961,0.62972,0.52182,0.85468,0,0.79291,0.85233,0.86194,0.64692,0.8002,0.86159,0.87113,0.63542,0.58297,0.80436,0.68877,0.9493,0,0.00100687,0.00100687,0.00100687
42,133.063,0.48871,0.60704,0.49099,0.85221,0,0.79946,0.85684,0.85675,0.62859,0.80708,0.8661,0.85774,0.61331,0.59945,0.6943,0.73399,0.93835,0,0.000990365,0.000990365,0.000990365
43,135.965,0.48235,0.58814,0.50175,0.85146,0,0.81704,0.85684,0.8667,0.6156,0.7783,0.82764,0.83748,0.59241,0.63872,0.77495,0.74884,0.95869,0,0.000973861,0.000973861,0.000973861
44,138.718,0.49501,0.60494,0.49476,0.85226,0,0.81963,0.81254,0.86033,0.66174,0.82783,0.8218,0.87142,0.61927,0.57138,0.6567,0.7387,0.98679,0,0.000957358,0.000957358,0.000957358
45,141.528,0.52143,0.63707,0.50007,0.86606,0,0.74282,0.83636,0.81956,0.62081,0.75203,0.85627,0.84609,0.57386,0.71106,0.70362,0.79687,0.9884,0,0.000940855,0.000940855,0.000940855
46,144.418,0.4952,0.6113,0.49282,0.85046,0,0.82375,0.76276,0.85286,0.64348,0.82375,0.76276,0.87777,0.61554,0.65537,0.7208,0.81403,0.95673,0,0.000924352,0.000924352,0.000924352
47,147.322,0.48221,0.58551,0.4756,0.84666,0,0.79527,0.82574,0.85951,0.66305,0.78691,0.88174,0.87625,0.63007,0.58353,0.74476,0.71527,0.94721,0,0.000907848,0.000907848,0.000907848
48,150.451,0.47773,0.58979,0.47769,0.84861,0,0.73706,0.9245,0.83311,0.63445,0.75355,0.94302,0.86196,0.57372,0.6748,0.88283,0.75635,0.99305,0,0.000891345,0.000891345,0.000891345
49,153.431,0.47614,0.55059,0.45749,0.84748,0,0.80121,0.88073,0.8311,0.64816,0.81759,0.89893,0.86387,0.5783,0.60586,0.95954,0.69621,0.97658,0,0.000874842,0.000874842,0.000874842
50,156.19,0.50653,0.58544,0.48361,0.8584,0,0.79952,0.88113,0.8263,0.65506,0.7975,0.90456,0.87424,0.6087,0.56029,0.89559,0.67473,0.95239,0,0.000858338,0.000858338,0.000858338
51,158.945,0.49708,0.61252,0.47016,0.84788,0,0.69726,0.87803,0.81678,0.66311,0.73231,0.92545,0.86549,0.61638,0.63315,0.89516,0.70391,0.99263,0,0.000841835,0.000841835,0.000841835
52,161.911,0.45858,0.56922,0.45044,0.84171,0,0.74541,0.8953,0.81989,0.68331,0.7415,0.93911,0.85106,0.61592,0.63635,0.84772,0.65033,1.0417,0,0.000825332,0.000825332,0.000825332
53,165.142,0.46757,0.57623,0.47586,0.84676,0,0.84914,0.85684,0.82675,0.66986,0.86499,0.87536,0.86827,0.6002,0.58167,0.84737,0.67277,1.00654,0,0.000808828,0.000808828,0.000808828
54,167.899,0.46876,0.57518,0.46476,0.84052,0,0.7766,0.87678,0.81673,0.6379,0.78453,0.88604,0.82897,0.57188,0.63488,0.94675,0.75118,0.98292,0,0.000792325,0.000792325,0.000792325
55,170.321,0.47148,0.58774,0.45625,0.84889,0,0.76024,0.83411,0.82762,0.66142,0.76782,0.84337,0.872,0.6077,0.57901,0.91402,0.74711,0.97269,0,0.000775822,0.000775822,0.000775822
56,173.41,0.46287,0.56818,0.46107,0.85263,0,0.77046,0.81838,0.81737,0.66056,0.81983,0.8661,0.87544,0.62924,0.57408,0.85064,0.64816,0.96959,0,0.000759318,0.000759318,0.000759318
57,176.497,0.44019,0.54679,0.44832,0.84185,0,0.75125,0.81838,0.80523,0.65218,0.75933,0.82764,0.83559,0.61643,0.5959,0.86944,0.63865,0.98434,0,0.000742815,0.000742815,0.000742815
58,179.325,0.45411,0.55855,0.45239,0.84122,0,0.77078,0.83497,0.81859,0.67067,0.77826,0.84423,0.83587,0.61322,0.59628,0.8849,0.65219,0.95571,0,0.000726312,0.000726312,0.000726312
59,182.273,0.46605,0.57131,0.43629,0.84668,0,0.90828,0.77066,0.8381,0.67091,0.82921,0.90872,0.89337,0.62171,0.57989,0.85617,0.6346,1.00398,0,0.000709809,0.000709809,0.000709809
60,185.118,0.45614,0.56691,0.44308,0.84966,0,0.77394,0.85756,0.81714,0.6537,0.78955,0.87607,0.84932,0.59467,0.58882,0.89363,0.62241,1.00459,0,0.000693305,0.000693305,0.000693305
61,187.869,0.44163,0.54922,0.41627,0.83866,0,0.83777,0.79821,0.85823,0.70707,0.84278,0.80979,0.86986,0.62298,0.55261,0.94183,0.66591,0.93427,0,0.000676802,0.000676802,0.000676802
62,190.674,0.44615,0.55737,0.41913,0.83614,0,0.80657,0.84424,0.85806,0.70961,0.82208,0.86275,0.86299,0.63925,0.52575,0.84133,0.66305,0.93199,0,0.000660299,0.000660299,0.000660299
63,193.548,0.44702,0.52624,0.41186,0.8387,0,0.82685,0.82906,0.83987,0.70072,0.83541,0.83832,0.86067,0.64656,0.55458,0.77993,0.64365,0.98556,0,0.000643795,0.000643795,0.000643795
64,196.36,0.45999,0.54999,0.45052,0.8411,0,0.74969,0.85684,0.84749,0.67575,0.758,0.8661,0.87268,0.62528,0.63712,0.77145,0.61095,1.02244,0,0.000627292,0.000627292,0.000627292
65,199.071,0.44348,0.54145,0.41595,0.84361,0,0.74429,0.8953,0.86842,0.73023,0.75173,0.90456,0.8902,0.64636,0.53455,0.74457,0.60838,0.95983,0,0.000610789,0.000610789,0.000610789
66,201.749,0.44486,0.53383,0.42642,0.83331,0,0.88938,0.7614,0.86924,0.74137,0.72125,0.90586,0.89466,0.68913,0.53733,0.77195,0.61269,0.9973,0,0.000594286,0.000594286,0.000594286
67,204.54,0.4531,0.55975,0.40389,0.83677,0,0.80487,0.84591,0.8596,0.70801,0.81283,0.85517,0.89129,0.6579,0.62585,0.8117,0.64029,1.06555,0,0.000577782,0.000577782,0.000577782
68,207.671,0.4439,0.53592,0.40559,0.83776,0,0.79683,0.88604,0.84773,0.69149,0.80498,0.8953,0.86538,0.6208,0.64597,0.98394,0.64213,1.05314,0,0.000561279,0.000561279,0.000561279
69,210.625,0.43297,0.53341,0.39725,0.83623,0,0.77502,0.87623,0.85789,0.72806,0.79007,0.89475,0.87923,0.64075,0.52531,0.90623,0.59769,0.97259,0,0.000544776,0.000544776,0.000544776
70,213.913,0.43063,0.53557,0.39833,0.83279,0,0.77169,0.85684,0.84011,0.71524,0.77924,0.8661,0.8552,0.65468,0.47671,0.80437,0.59675,0.93364,0,0.000528272,0.000528272,0.000528272
71,216.813,0.41184,0.52848,0.40784,0.83881,0,0.77528,0.8953,0.84084,0.67287,0.85945,0.95228,0.91093,0.63572,0.54312,0.79491,0.61674,0.97399,0,0.000511769,0.000511769,0.000511769
72,219.757,0.43332,0.54376,0.40399,0.84427,0,0.90448,0.7614,0.83341,0.67631,0.92116,0.77991,0.85519,0.61455,0.5306,0.91054,0.63957,0.97247,0,0.000495266,0.000495266,0.000495266
73,222.649,0.42501,0.50949,0.39433,0.82965,0,0.91443,0.76643,0.85022,0.69874,0.78452,0.93376,0.89549,0.64103,0.49086,0.9311,0.62244,0.95375,0,0.000478762,0.000478762,0.000478762
74,225.485,0.42088,0.51433,0.39124,0.842,0,0.74079,0.88604,0.86357,0.72327,0.74849,0.8953,0.86616,0.65247,0.49922,0.90676,0.63041,0.93135,0,0.000462259,0.000462259,0.000462259
75,228.19,0.42761,0.53334,0.38792,0.83342,0,0.7447,0.88577,0.87025,0.71719,0.76058,0.90429,0.87425,0.64807,0.57254,0.87314,0.64816,0.98443,0,0.000445756,0.000445756,0.000445756
76,231.056,0.41443,0.53634,0.38623,0.82969,0,0.8533,0.7906,0.86855,0.70339,0.86139,0.79986,0.87941,0.6545,0.52892,0.84904,0.63442,1.02691,0,0.000429253,0.000429253,0.000429253
77,233.964,0.43277,0.53542,0.38495,0.83807,0,0.73979,0.92146,0.87968,0.70836,0.7542,0.93998,0.89557,0.66784,0.5236,0.83362,0.60138,1.02273,0,0.000412749,0.000412749,0.000412749
78,237.014,0.41703,0.52895,0.37425,0.83028,0,0.76557,0.93266,0.88473,0.7269,0.78067,0.95117,0.90166,0.67006,0.56486,0.83013,0.56963,1.02328,0,0.000396246,0.000396246,0.000396246
79,239.783,0.41736,0.52089,0.3833,0.83731,0,0.80505,0.88604,0.8819,0.7294,0.82161,0.90456,0.89294,0.66928,0.51513,0.80374,0.59182,0.94237,0,0.000379743,0.000379743,0.000379743
80,242.578,0.41113,0.51757,0.38394,0.84389,0,0.80706,0.88604,0.8642,0.72812,0.81541,0.8953,0.87559,0.65901,0.47384,0.76721,0.56498,0.90664,0,0.000363239,0.000363239,0.000363239
81,245.561,0.41752,0.4968,0.38428,0.83634,0,0.80726,0.88604,0.86477,0.73196,0.81565,0.8953,0.87639,0.651,0.46005,0.7833,0.58966,0.89497,0,0.000346736,0.000346736,0.000346736
82,248.408,0.40923,0.52953,0.37039,0.83089,0,0.77289,0.89253,0.86249,0.73418,0.81537,0.94004,0.90328,0.65138,0.43757,0.78196,0.60231,0.88847,0,0.000330233,0.000330233,0.000330233
83,251.251,0.40125,0.50699,0.36168,0.82569,0,0.80759,0.8953,0.84659,0.72076,0.81577,0.90456,0.87258,0.63056,0.46442,0.75529,0.61081,0.8857,0,0.000313729,0.000313729,0.000313729
84,254.101,0.40349,0.51716,0.36863,0.82407,0,0.78045,0.8953,0.84058,0.70566,0.7887,0.90456,0.87256,0.64178,0.52972,0.78837,0.61888,0.89597,0,0.000297226,0.000297226,0.000297226
85,257.354,0.41455,0.51634,0.36165,0.82885,0,0.80255,0.85684,0.84309,0.73358,0.77657,0.92769,0.86605,0.63745,0.48533,0.80931,0.59802,0.88771,0,0.000280723,0.000280723,0.000280723
86,260.216,0.38844,0.49074,0.36428,0.82558,0,0.79884,0.84758,0.85316,0.74453,0.80732,0.85684,0.86561,0.65593,0.43415,0.78022,0.57457,0.87373,0,0.00026422,0.00026422,0.00026422
87,263.069,0.38582,0.49676,0.35357,0.83157,0,0.80071,0.85684,0.86601,0.75531,0.80904,0.8661,0.8795,0.65977,0.4281,0.79786,0.57027,0.87702,0,0.000247716,0.000247716,0.000247716
88,265.955,0.39699,0.51336,0.35402,0.82962,0,0.76707,0.88604,0.86326,0.73275,0.77523,0.8953,0.86914,0.64061,0.49653,0.80503,0.59492,0.89274,0,0.000231213,0.000231213,0.000231213
89,268.803,0.38926,0.51303,0.34938,0.8255,0,0.75819,0.88604,0.8603,0.72392,0.76611,0.8953,0.86632,0.64814,0.52268,0.8712,0.62586,0.90709,0,0.00021471,0.00021471,0.00021471
90,271.862,0.39562,0.53496,0.34965,0.8322,0,0.76224,0.88604,0.8509,0.74436,0.77023,0.8953,0.8588,0.65268,0.48464,0.88612,0.63545,0.90871,0,0.000198206,0.000198206,0.000198206
91,299.011,0.34518,0.45828,0.32421,0.80704,0,0.78982,0.88604,0.85618,0.7493,0.79787,0.8953,0.86844,0.66625,0.45695,0.91007,0.63336,0.90783,0,0.000181703,0.000181703,0.000181703
92,301.579,0.33753,0.451,0.31441,0.8108,0,0.80582,0.88645,0.85416,0.73282,0.81376,0.89571,0.87455,0.65533,0.48163,0.88679,0.58821,0.91845,0,0.0001652,0.0001652,0.0001652
93,304.025,0.32312,0.43177,0.31698,0.80404,0,0.81193,0.8953,0.85632,0.71565,0.81969,0.90456,0.87322,0.64514,0.50242,0.87385,0.58586,0.91853,0,0.000148696,0.000148696,0.000148696
94,306.53,0.33225,0.44477,0.3148,0.79868,0,0.82535,0.90456,0.86374,0.71748,0.83314,0.91382,0.8709,0.64697,0.50486,0.85936,0.58165,0.92109,0,0.000132193,0.000132193,0.000132193
95,309.362,0.3291,0.44726,0.30957,0.80563,0,0.79681,0.89202,0.85808,0.74851,0.81523,0.94053,0.89847,0.65657,0.48722,0.84643,0.57713,0.92033,0,0.00011569,0.00011569,0.00011569
96,312.13,0.32858,0.43483,0.30918,0.80832,0,0.76022,0.8953,0.85546,0.75487,0.80886,0.95228,0.90606,0.67277,0.45952,0.83303,0.57485,0.9209,0,9.91865e-05,9.91865e-05,9.91865e-05
97,314.844,0.31779,0.42496,0.30232,0.7985,0,0.75665,0.8953,0.85703,0.74799,0.79737,0.94302,0.90534,0.67351,0.45092,0.82178,0.58727,0.92254,0,8.26832e-05,8.26832e-05,8.26832e-05
98,317.572,0.32502,0.45142,0.30405,0.80474,0,0.76127,0.89421,0.85639,0.74887,0.7691,0.90347,0.86304,0.67055,0.45396,0.81321,0.58852,0.92418,0,6.61799e-05,6.61799e-05,6.61799e-05
99,320.407,0.3251,0.44587,0.3016,0.80281,0,0.76149,0.89421,0.85837,0.75409,0.76932,0.90347,0.86555,0.67581,0.46353,0.81266,0.5865,0.92549,0,4.96766e-05,4.96766e-05,4.96766e-05
100,323.091,0.31521,0.45218,0.2989,0.80073,0,0.79308,0.8467,0.85526,0.74803,0.8095,0.86522,0.86293,0.66667,0.47868,0.81726,0.58362,0.93002,0,3.31733e-05,3.31733e-05,3.31733e-05
