epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
31,91.0605,0.51238,0.56414,0.58146,0.86024,0,0.9398,0.89202,0.94632,0.80285,0.9398,0.89202,0.94671,0.6976,0.54872,0.60699,0.56893,0.89989,0,0.00087875,0.00087875,0.00087875
32,93.8431,0.49172,0.5385,0.55815,0.84844,0,0.93164,0.92521,0.95201,0.80586,0.93164,0.92521,0.95201,0.7449,0.51807,0.59727,0.52605,0.90835,0,0.000866375,0.000866375,0.000866375
33,96.5945,0.49318,0.57946,0.55076,0.85647,0,0.90298,0.92452,0.94506,0.79144,0.95055,0.91033,0.95286,0.74228,0.50149,0.58769,0.60524,0.88832,0,0.000854,0.000854,0.000854
34,99.2581,0.50098,0.5502,0.54837,0.84922,0,0.91224,0.8589,0.92213,0.77138,0.94364,0.88637,0.94121,0.71624,0.49141,0.58756,0.59477,0.87816,0,0.000841625,0.000841625,0.000841625
35,102.09,0.50158,0.54662,0.55003,0.85481,0,0.88521,0.86966,0.91164,0.76879,0.91613,0.89744,0.93539,0.69476,0.49414,0.59801,0.57469,0.87931,0,0.00082925,0.00082925,0.00082925
36,104.923,0.50241,0.57834,0.53215,0.85119,0,0.89306,0.90297,0.94734,0.82075,0.89306,0.90297,0.94734,0.74977,0.48039,0.54491,0.50754,0.86205,0,0.000816875,0.000816875,0.000816875
37,108.024,0.48608,0.54369,0.52263,0.84971,0,0.9805,0.88923,0.95055,0.82078,0.99019,0.89169,0.95479,0.7404,0.49376,0.58594,0.51358,0.85433,0,0.0008045,0.0008045,0.0008045
38,111.372,0.46707,0.52348,0.50591,0.85135,0,0.95137,0.92727,0.94133,0.80975,0.95137,0.92727,0.94133,0.72563,0.4564,0.61169,0.51838,0.89182,0,0.000792125,0.000792125,0.000792125
39,114.171,0.47158,0.53691,0.53456,0.85237,0,0.977,0.9215,0.9628,0.82582,0.98116,0.92521,0.97006,0.77575,0.44851,0.56331,0.48197,0.88477,0,0.00077975,0.00077975,0.00077975
40,117.344,0.49293,0.54844,0.50948,0.85205,0,0.91897,0.95299,0.97407,0.83934,0.91897,0.95299,0.97633,0.7705,0.48069,0.5601,0.48163,0.9034,0,0.000767375,0.000767375,0.000767375
41,120.48,0.46779,0.51004,0.50041,0.84564,0,0.96291,0.85678,0.96221,0.83786,0.93969,0.90319,0.96903,0.74852,0.50901,0.50677,0.51333,0.91435,0,0.000755,0.000755,0.000755
42,123.423,0.48641,0.52361,0.50892,0.85048,0,0.9089,0.95299,0.96273,0.81393,0.9089,0.95299,0.96273,0.73699,0.54711,0.56423,0.49795,0.93537,0,0.000742625,0.000742625,0.000742625
43,126.356,0.45069,0.50923,0.47927,0.83623,0,0.95424,0.89594,0.95093,0.81028,0.95424,0.89594,0.95093,0.74671,0.49171,0.54577,0.52046,0.90158,0,0.00073025,0.00073025,0.00073025
44,129.391,0.46072,0.51463,0.48508,0.84211,0,0.93741,0.89744,0.93981,0.81553,0.93741,0.89744,0.941,0.73317,0.52317,0.56266,0.48487,0.9081,0,0.000717875,0.000717875,0.000717875
45,132.243,0.46508,0.49492,0.49631,0.86289,0,0.9232,0.90548,0.93497,0.831,0.9232,0.90548,0.93754,0.75391,0.47098,0.53355,0.49745,0.87477,0,0.0007055,0.0007055,0.0007055
46,135.266,0.47978,0.52476,0.49873,0.85065,0,0.96318,0.90589,0.9414,0.84971,0.96318,0.90589,0.9414,0.76368,0.48276,0.52094,0.49372,0.8951,0,0.000693125,0.000693125,0.000693125
47,138.449,0.48293,0.54671,0.50997,0.85403,0,0.9548,0.89601,0.94558,0.82878,0.9548,0.89601,0.9456,0.70886,0.54028,0.54649,0.50685,0.88258,0,0.00068075,0.00068075,0.00068075
48,141.344,0.46014,0.52421,0.49027,0.84299,0,0.9613,0.89744,0.97213,0.86332,0.97092,0.90705,0.98013,0.76899,0.42651,0.49084,0.44883,0.857,0,0.000668375,0.000668375,0.000668375
49,144.319,0.46345,0.52301,0.47156,0.83574,0,0.96914,0.89744,0.97456,0.83079,0.96914,0.89744,0.97474,0.73415,0.5092,0.5731,0.45672,0.8732,0,0.000656,0.000656,0.000656
50,147.422,0.4625,0.53015,0.49253,0.8378,0,0.94026,0.92246,0.94925,0.80371,0.94026,0.92246,0.94943,0.71148,0.51674,0.51762,0.48412,0.88484,0,0.000643625,0.000643625,0.000643625
51,150.362,0.44962,0.50171,0.47052,0.85095,0,0.92044,0.96261,0.96424,0.8358,0.92044,0.96261,0.96313,0.77835,0.41493,0.4353,0.44534,0.8564,0,0.00063125,0.00063125,0.00063125
52,153.274,0.43778,0.51106,0.45508,0.83624,0,0.97632,0.95069,0.97042,0.82285,0.97632,0.95069,0.97186,0.74893,0.48477,0.46299,0.44345,0.90578,0,0.000618875,0.000618875,0.000618875
53,156.045,0.44704,0.55406,0.47412,0.8415,0,0.96494,0.87927,0.955,0.78598,0.96494,0.87927,0.955,0.71022,0.5096,0.5699,0.51856,0.8918,0,0.0006065,0.0006065,0.0006065
54,159.108,0.43892,0.49971,0.46595,0.84835,0,0.92214,0.90705,0.94804,0.80389,0.92214,0.90705,0.94804,0.74263,0.44055,0.50173,0.49163,0.8837,0,0.000594125,0.000594125,0.000594125
55,162.198,0.44807,0.51132,0.46796,0.84721,0,0.92784,0.90705,0.95083,0.84035,0.90699,0.87927,0.92773,0.76988,0.42605,0.44733,0.44547,0.87937,0,0.00058175,0.00058175,0.00058175
56,165.06,0.46559,0.51294,0.45266,0.83953,0,0.94869,0.96261,0.97401,0.8416,0.94869,0.96261,0.97401,0.77048,0.49176,0.48,0.41066,0.87839,0,0.000569375,0.000569375,0.000569375
57,168.064,0.43984,0.51578,0.43346,0.83529,0,0.97694,0.95909,0.98445,0.87109,0.97694,0.95909,0.98445,0.80906,0.41438,0.4351,0.40046,0.86567,0,0.000557,0.000557,0.000557
58,171.114,0.42094,0.48207,0.42865,0.84029,0,0.94807,0.9617,0.98172,0.86874,0.94807,0.9617,0.98172,0.80681,0.41344,0.42783,0.38868,0.86461,0,0.000544625,0.000544625,0.000544625
59,173.92,0.43701,0.51782,0.44643,0.84781,0,0.9489,0.93448,0.97449,0.83132,0.9489,0.93448,0.97449,0.7876,0.48521,0.47567,0.42332,0.87166,0,0.00053225,0.00053225,0.00053225
60,176.807,0.43297,0.47779,0.42866,0.83905,0,0.95391,0.93018,0.96942,0.84938,0.94132,0.90705,0.96663,0.77647,0.4195,0.48666,0.41216,0.85834,0,0.000519875,0.000519875,0.000519875
61,179.872,0.45388,0.52189,0.43779,0.84157,0,0.9749,0.93657,0.97851,0.87146,0.9749,0.93657,0.97851,0.81494,0.4153,0.47903,0.39482,0.85708,0,0.0005075,0.0005075,0.0005075
62,183.489,0.43114,0.52612,0.41017,0.82869,0,0.97486,0.93483,0.98077,0.86207,0.97486,0.93483,0.98077,0.78993,0.45852,0.51246,0.38852,0.87021,0,0.000495125,0.000495125,0.000495125
63,186.716,0.42426,0.51057,0.41943,0.83045,0,0.98779,0.93225,0.98266,0.86787,0.98779,0.93225,0.98266,0.77538,0.46328,0.52265,0.38276,0.87261,0,0.00048275,0.00048275,0.00048275
64,189.976,0.42706,0.5074,0.42671,0.83758,0,0.95756,0.91338,0.96762,0.86687,0.95756,0.91338,0.96762,0.7972,0.40879,0.43583,0.37869,0.8504,0,0.000470375,0.000470375,0.000470375
65,192.84,0.4254,0.49424,0.42631,0.83255,0,0.95425,0.87287,0.95666,0.84661,0.95425,0.87287,0.95666,0.76889,0.43716,0.46525,0.40147,0.857,0,0.000458,0.000458,0.000458
66,195.938,0.40838,0.46531,0.39909,0.83385,0,0.99021,0.91276,0.97508,0.85535,0.99021,0.91276,0.97508,0.75853,0.47694,0.50354,0.39227,0.86304,0,0.000445625,0.000445625,0.000445625
67,198.789,0.42687,0.49054,0.42231,0.84599,0,0.93157,0.995,0.9852,0.88575,0.93157,0.995,0.9852,0.7971,0.3997,0.45402,0.36275,0.85188,0,0.00043325,0.00043325,0.00043325
68,201.681,0.40932,0.47054,0.41818,0.83395,0,0.9579,0.97222,0.98152,0.88185,0.9579,0.97222,0.98152,0.8023,0.40209,0.43009,0.35898,0.8501,0,0.000420875,0.000420875,0.000420875
69,204.487,0.40065,0.5073,0.39083,0.82402,0,0.94495,0.97222,0.98349,0.87087,0.94495,0.97222,0.98349,0.79469,0.45148,0.47645,0.36662,0.85468,0,0.0004085,0.0004085,0.0004085
70,207.34,0.38972,0.43968,0.38565,0.83387,0,0.97463,0.96588,0.98796,0.88203,0.97463,0.96588,0.98796,0.80489,0.43374,0.47798,0.37105,0.84833,0,0.000396125,0.000396125,0.000396125
71,209.933,0.39424,0.48637,0.39292,0.83172,0,0.9445,0.97026,0.98566,0.89563,0.9445,0.97026,0.98566,0.81237,0.39749,0.4586,0.37107,0.84296,0,0.00038375,0.00038375,0.00038375
72,213.023,0.39522,0.4749,0.38293,0.83031,0,0.94827,0.94444,0.97927,0.88383,0.94827,0.94444,0.97927,0.81615,0.38195,0.44241,0.38304,0.83432,0,0.000371375,0.000371375,0.000371375
73,215.757,0.41457,0.51134,0.39939,0.83483,0,0.95012,0.94241,0.96502,0.87272,0.95012,0.94241,0.96502,0.80472,0.38487,0.44503,0.38933,0.83488,0,0.000359,0.000359,0.000359
74,218.418,0.40737,0.48217,0.3945,0.84229,0,0.94588,0.94215,0.96324,0.87465,0.94588,0.94215,0.96324,0.79802,0.40496,0.49577,0.38746,0.83571,0,0.000346625,0.000346625,0.000346625
75,221.546,0.40326,0.49779,0.38438,0.81926,0,0.94466,0.97222,0.96678,0.87148,0.94466,0.97222,0.96678,0.81083,0.37616,0.49397,0.37123,0.83151,0,0.00033425,0.00033425,0.00033425
76,224.357,0.39425,0.47394,0.38796,0.83508,0,0.92563,0.93921,0.94836,0.85311,0.92563,0.93921,0.94836,0.79455,0.37906,0.4764,0.37358,0.84428,0,0.000321875,0.000321875,0.000321875
77,227.267,0.37274,0.46076,0.37871,0.83215,0,0.92687,0.97,0.95734,0.85738,0.92687,0.97,0.95734,0.79522,0.40279,0.50043,0.37107,0.84939,0,0.0003095,0.0003095,0.0003095
78,230.016,0.39096,0.47933,0.37952,0.83078,0,0.95364,0.97052,0.96681,0.86103,0.95364,0.97052,0.96375,0.77968,0.43147,0.54667,0.37451,0.84724,0,0.000297125,0.000297125,0.000297125
79,232.477,0.39804,0.46815,0.39036,0.83391,0,0.98135,0.96664,0.98109,0.87659,0.95204,0.97102,0.97192,0.80658,0.37772,0.52746,0.36031,0.83159,0,0.00028475,0.00028475,0.00028475
80,235.085,0.3779,0.47523,0.36701,0.81995,0,0.9534,0.96494,0.98216,0.87982,0.9534,0.96494,0.98216,0.83353,0.36929,0.48427,0.34613,0.83508,0,0.000272375,0.000272375,0.000272375
81,238.04,0.37812,0.47039,0.36269,0.82972,0,0.90624,0.96974,0.97773,0.86697,0.92482,0.96732,0.97922,0.81583,0.41651,0.49153,0.36877,0.84827,0,0.00026,0.00026,0.00026
82,240.872,0.39449,0.46233,0.37632,0.82643,0,0.98678,0.89741,0.97349,0.85794,0.92616,0.96434,0.97847,0.79649,0.45251,0.51462,0.37892,0.86015,0,0.000247625,0.000247625,0.000247625
83,243.627,0.38867,0.46198,0.36804,0.82614,0,0.97484,0.90705,0.97658,0.88263,0.92784,0.95682,0.98021,0.80327,0.41744,0.55314,0.36834,0.8488,0,0.00023525,0.00023525,0.00023525
84,246.43,0.37531,0.47153,0.36822,0.83266,0,0.98015,0.93483,0.98247,0.89227,0.92825,0.96401,0.97797,0.8246,0.36471,0.51457,0.36365,0.8271,0,0.000222875,0.000222875,0.000222875
85,249.061,0.38722,0.47027,0.3722,0.82284,0,0.98337,0.93483,0.97804,0.87554,0.95487,0.9095,0.97657,0.82845,0.38675,0.50986,0.36665,0.84482,0,0.0002105,0.0002105,0.0002105
86,252.157,0.37517,0.45862,0.36228,0.82185,0,0.99036,0.93144,0.9757,0.86038,0.99036,0.93144,0.9757,0.82167,0.42482,0.50764,0.37866,0.87386,0,0.000198125,0.000198125,0.000198125
87,255.441,0.375,0.43766,0.35904,0.82215,0,0.98365,0.93199,0.97866,0.86832,0.98365,0.93199,0.97866,0.79914,0.4516,0.52518,0.39205,0.87417,0,0.00018575,0.00018575,0.00018575
88,259.455,0.37321,0.42948,0.35971,0.83832,0,0.95498,0.93439,0.97963,0.88251,0.95498,0.93439,0.97963,0.81617,0.38102,0.51557,0.362,0.84663,0,0.000173375,0.000173375,0.000173375
89,262.558,0.35695,0.42994,0.35747,0.8211,0,0.98711,0.93082,0.98241,0.89733,0.98711,0.93082,0.98241,0.82221,0.36112,0.49477,0.36094,0.83061,0,0.000161,0.000161,0.000161
90,265.547,0.37931,0.43788,0.35948,0.81586,0,0.9604,0.93483,0.98383,0.90028,0.9604,0.93483,0.98383,0.82843,0.37387,0.48795,0.3527,0.83176,0,0.000148625,0.000148625,0.000148625
91,291.926,0.3168,0.41055,0.32922,0.79452,0,0.94857,0.95347,0.98309,0.89105,0.94857,0.95347,0.98309,0.80962,0.41195,0.51122,0.3564,0.84208,0,0.00013625,0.00013625,0.00013625
92,294.465,0.31927,0.42407,0.31946,0.79141,0,0.96857,0.90705,0.97989,0.8837,0.96857,0.90705,0.97989,0.80505,0.43134,0.55425,0.37735,0.84394,0,0.000123875,0.000123875,0.000123875
93,297.037,0.31704,0.40782,0.32757,0.8,0,0.98023,0.90661,0.97954,0.88729,0.98023,0.90661,0.97954,0.81422,0.40536,0.52966,0.37266,0.84552,0,0.0001115,0.0001115,0.0001115
94,299.63,0.30615,0.40278,0.31337,0.79282,0,0.97951,0.90344,0.98043,0.88613,0.97951,0.90344,0.98043,0.81765,0.38395,0.49938,0.35757,0.84424,0,9.9125e-05,9.9125e-05,9.9125e-05
95,302.623,0.30443,0.40912,0.30964,0.79869,0,0.9776,0.90705,0.97924,0.89062,0.9776,0.90705,0.97924,0.81884,0.38425,0.47685,0.3593,0.84636,0,8.675e-05,8.675e-05,8.675e-05
96,305.389,0.30845,0.40163,0.3103,0.79328,0,0.96343,0.90705,0.98018,0.89172,0.96343,0.90705,0.98018,0.82674,0.39448,0.4774,0.35112,0.86025,0,7.4375e-05,7.4375e-05,7.4375e-05
97,308.372,0.30072,0.40319,0.31106,0.79044,0,0.89926,0.97657,0.98063,0.89275,0.89926,0.97657,0.98063,0.82828,0.38598,0.48719,0.35177,0.85338,0,6.2e-05,6.2e-05,6.2e-05
98,311.506,0.30968,0.40574,0.32035,0.8036,0,0.89898,0.99038,0.98067,0.8882,0.89898,0.99038,0.98067,0.83133,0.3859,0.49049,0.35282,0.85505,0,4.9625e-05,4.9625e-05,4.9625e-05
99,314.509,0.29863,0.39921,0.29834,0.79984,0,0.89859,0.99038,0.97911,0.88791,0.89859,0.99038,0.97911,0.82232,0.38814,0.49421,0.35709,0.85719,0,3.725e-05,3.725e-05,3.725e-05
100,317.541,0.293,0.39879,0.30543,0.79265,0,0.95011,0.92665,0.98053,0.88807,0.95011,0.92665,0.98053,0.80875,0.39112,0.49975,0.3573,0.85844,0,2.4875e-05,2.4875e-05,2.4875e-05
