epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,46.6603,0.26278,0.35033,0.92783,0.99042,1,0.995,0.995,0.30782,0.6072,0.45659,0.0011486,0.0011486,0.0011486
45,47.615,0.2862,0.35433,0.92521,0.99001,1,0.995,0.995,0.26766,0.62566,0.39264,0.0011288,0.0011288,0.0011288
46,48.5571,0.24527,0.31856,0.92259,0.98914,1,0.995,0.995,0.29594,0.85479,0.39915,0.001109,0.001109,0.001109
47,49.51,0.22704,0.29771,0.93865,0.98381,1,0.995,0.995,0.19933,1.13797,0.26523,0.0010892,0.0010892,0.0010892
48,50.4686,0.23842,0.29982,0.93069,0.98251,1,0.995,0.995,0.18063,1.13269,0.25961,0.0010694,0.0010694,0.0010694
49,51.4229,0.25736,0.33626,0.89906,0.97996,1,0.995,0.995,0.23116,1.03686,0.31877,0.0010496,0.0010496,0.0010496
50,52.3739,0.25957,0.34985,0.92282,0.98016,1,0.995,0.995,0.22921,1.14844,0.33536,0.0010298,0.0010298,0.0010298
51,53.3334,0.2708,0.35283,0.93059,0.9863,1,0.995,0.995,0.21357,1.03378,0.30678,0.00101,0.00101,0.00101
52,54.3091,0.25594,0.32481,0.93684,0.98261,1,0.995,0.995,0.20403,1.36849,0.2911,0.0009902,0.0009902,0.0009902
53,55.27,0.24021,0.32727,0.92462,0.97233,1,0.995,0.995,0.17685,1.56738,0.26724,0.0009704,0.0009704,0.0009704
54,56.2623,0.23452,0.31612,0.96262,0.97346,1,0.995,0.995,0.17045,1.33308,0.26202,0.0009506,0.0009506,0.0009506
55,57.2456,0.24442,0.30702,0.94965,0.9838,1,0.995,0.995,0.24785,0.97674,0.34795,0.0009308,0.0009308,0.0009308
56,58.2283,0.24056,0.30493,0.9358,0.98431,1,0.995,0.995,0.27014,0.88526,0.38593,0.000911,0.000911,0.000911
57,59.2036,0.26023,0.31781,0.92293,0.98122,1,0.995,0.995,0.28311,0.96243,0.39423,0.0008912,0.0008912,0.0008912
58,60.2054,0.23821,0.28498,0.93889,0.98667,1,0.995,0.995,0.2452,0.75467,0.37246,0.0008714,0.0008714,0.0008714
59,61.3,0.20701,0.25837,0.90636,1,0.98453,0.995,0.995,0.23549,1.07348,0.3835,0.0008516,0.0008516,0.0008516
60,62.4226,0.21102,0.27964,0.91838,1,0.96193,0.995,0.93511,0.31514,1.03077,0.51489,0.0008318,0.0008318,0.0008318
61,63.5062,0.22924,0.31241,0.93204,0.98134,1,0.995,0.93911,0.39469,0.84278,0.56171,0.000812,0.000812,0.000812
62,64.6105,0.23196,0.29002,0.91471,0.98435,1,0.995,0.995,0.36559,0.69152,0.56099,0.0007922,0.0007922,0.0007922
63,65.7696,0.20565,0.26488,0.92237,0.9858,1,0.995,0.995,0.32238,0.79662,0.51698,0.0007724,0.0007724,0.0007724
64,66.9504,0.22204,0.27015,0.92804,0.98099,1,0.995,0.995,0.3097,1.01521,0.493,0.0007526,0.0007526,0.0007526
